# DEBT REGISTER, NOT AN APPROVAL -- generated by
# scripts/check-attr-spread-collision.sh --update-baseline. Every line below is a real,
# live "spread" instance of the duplicate-attribute defect this gate looks for (see
# check-attr-spread-collision.sh's own header, and
# dev-docs/issues/duplicate-attribute-findings.md for the full breakdown), listed here
# only because fixing every pre-existing site was out of scope for the lane that added
# this gate. Format: file<TAB>enclosing-fn<TAB>attribute-name, one line per finding
# (duplicates meaningful -- a multiset, not a set; see the .sh header for why). Do not
# hand-edit: adding a line here to silence a real new finding defeats the gate: fix the
# site instead, or re-run with --update-baseline and explain why in the commit.
preview/src/components/alert/component.rs	Alert	class
preview/src/components/alert/component.rs	Alert	data-style
preview/src/components/alert/component.rs	Alert	role
preview/src/components/alert/component.rs	AlertDescription	class
preview/src/components/alert/component.rs	AlertTitle	class
preview/src/components/badge/component.rs	BadgeElement	class
preview/src/components/badge/component.rs	BadgeElement	data-style
preview/src/components/breadcrumb/component.rs	Breadcrumb	aria-label
preview/src/components/breadcrumb/component.rs	Breadcrumb	class
preview/src/components/breadcrumb/component.rs	BreadcrumbEllipsis	aria-hidden
preview/src/components/breadcrumb/component.rs	BreadcrumbEllipsis	class
preview/src/components/breadcrumb/component.rs	BreadcrumbEllipsis	role
preview/src/components/breadcrumb/component.rs	BreadcrumbItem	class
preview/src/components/breadcrumb/component.rs	BreadcrumbLink	class
preview/src/components/breadcrumb/component.rs	BreadcrumbList	class
preview/src/components/breadcrumb/component.rs	BreadcrumbPage	aria-current
preview/src/components/breadcrumb/component.rs	BreadcrumbPage	aria-disabled
preview/src/components/breadcrumb/component.rs	BreadcrumbPage	class
preview/src/components/breadcrumb/component.rs	BreadcrumbPage	role
preview/src/components/breadcrumb/component.rs	BreadcrumbSeparator	aria-hidden
preview/src/components/breadcrumb/component.rs	BreadcrumbSeparator	class
preview/src/components/breadcrumb/component.rs	BreadcrumbSeparator	role
preview/src/components/button_group/component.rs	ButtonGroup	class
preview/src/components/button_group/component.rs	ButtonGroup	data-orientation
preview/src/components/button_group/component.rs	ButtonGroup	role
preview/src/components/button_group/component.rs	ButtonGroupText	class
preview/src/components/card/component.rs	Card	class
preview/src/components/card/component.rs	Card	data-slot
preview/src/components/card/component.rs	CardAction	class
preview/src/components/card/component.rs	CardAction	data-slot
preview/src/components/card/component.rs	CardContent	class
preview/src/components/card/component.rs	CardContent	data-slot
preview/src/components/card/component.rs	CardDescription	class
preview/src/components/card/component.rs	CardDescription	data-slot
preview/src/components/card/component.rs	CardFooter	class
preview/src/components/card/component.rs	CardFooter	data-slot
preview/src/components/card/component.rs	CardHeader	class
preview/src/components/card/component.rs	CardHeader	data-slot
preview/src/components/card/component.rs	CardTitle	class
preview/src/components/card/component.rs	CardTitle	data-slot
preview/src/components/color_picker/component.rs	ColorField	class
preview/src/components/color_picker/component.rs	ColorPickerSelect	class
preview/src/components/color_picker/component.rs	ColorSlider	class
preview/src/components/color_picker/component.rs	ColorSwatch	aria_label
preview/src/components/color_picker/component.rs	ColorSwatch	class
preview/src/components/color_picker/component.rs	ColorSwatch	role
preview/src/components/color_picker/component.rs	ColorSwatch	style
preview/src/components/data_table/component.rs	DataTablePagination	data-slot
preview/src/components/data_table/component.rs	DataTableToolbar	data-slot
preview/src/components/drag_and_drop_list/component.rs	RemoveButton	aria_label
preview/src/components/drag_and_drop_list/component.rs	RemoveButton	class
preview/src/components/drag_and_drop_list/component.rs	RemoveButton	draggable
preview/src/components/drag_and_drop_list/component.rs	RemoveButton	type
preview/src/components/drawer/component.rs	DrawerFooter	class
preview/src/components/drawer/component.rs	DrawerFooter	data-slot
preview/src/components/drawer/component.rs	DrawerHeader	class
preview/src/components/drawer/component.rs	DrawerHeader	data-slot
preview/src/components/empty/component.rs	Empty	class
preview/src/components/empty/component.rs	EmptyContent	class
preview/src/components/empty/component.rs	EmptyDescription	class
preview/src/components/empty/component.rs	EmptyHeader	class
preview/src/components/empty/component.rs	EmptyMedia	class
preview/src/components/empty/component.rs	EmptyMedia	data-style
preview/src/components/empty/component.rs	EmptyTitle	class
preview/src/components/field/component.rs	Field	class
preview/src/components/field/component.rs	Field	data-invalid
preview/src/components/field/component.rs	Field	data-orientation
preview/src/components/field/component.rs	Field	role
preview/src/components/field/component.rs	FieldContent	class
preview/src/components/field/component.rs	FieldDescription	class
preview/src/components/field/component.rs	FieldError	class
preview/src/components/field/component.rs	FieldError	role
preview/src/components/field/component.rs	FieldGroup	class
preview/src/components/field/component.rs	FieldLegend	class
preview/src/components/field/component.rs	FieldSeparator	class
preview/src/components/field/component.rs	FieldSet	class
preview/src/components/input_group/component.rs	InputGroup	class
preview/src/components/input_group/component.rs	InputGroupAddon	class
preview/src/components/input_group/component.rs	InputGroupAddon	data-align
preview/src/components/input_group/component.rs	InputGroupText	class
preview/src/components/kbd/component.rs	Kbd	class
preview/src/components/kbd/component.rs	KbdGroup	class
preview/src/components/native_select/component.rs	NativeSelect	class
preview/src/components/pagination/component.rs	Pagination	aria_label
preview/src/components/pagination/component.rs	Pagination	class
preview/src/components/pagination/component.rs	Pagination	data-slot
preview/src/components/pagination/component.rs	Pagination	role
preview/src/components/pagination/component.rs	PaginationContent	class
preview/src/components/pagination/component.rs	PaginationContent	data-slot
preview/src/components/pagination/component.rs	PaginationEllipsis	aria_hidden
preview/src/components/pagination/component.rs	PaginationEllipsis	class
preview/src/components/pagination/component.rs	PaginationEllipsis	data-slot
preview/src/components/pagination/component.rs	PaginationItem	data-slot
preview/src/components/pagination/component.rs	PaginationLink	aria_current
preview/src/components/pagination/component.rs	PaginationLink	class
preview/src/components/pagination/component.rs	PaginationLink	data-active
preview/src/components/pagination/component.rs	PaginationLink	data-kind
preview/src/components/pagination/component.rs	PaginationLink	data-size
preview/src/components/pagination/component.rs	PaginationLink	data-slot
preview/src/components/sheet/component.rs	SheetFooter	class
preview/src/components/sheet/component.rs	SheetFooter	data-slot
preview/src/components/sheet/component.rs	SheetHeader	class
preview/src/components/sheet/component.rs	SheetHeader	data-slot
preview/src/components/sidebar/component.rs	SidebarRail	aria_label
preview/src/components/sidebar/component.rs	SidebarRail	tabindex
preview/src/components/sidebar/component.rs	SidebarRail	title
preview/src/components/spinner/component.rs	Spinner	aria-label
preview/src/components/spinner/component.rs	Spinner	class
preview/src/components/spinner/component.rs	Spinner	role
preview/src/components/table/component.rs	Table	data-slot
preview/src/components/table/component.rs	TableBody	data-slot
preview/src/components/table/component.rs	TableCaption	data-slot
preview/src/components/table/component.rs	TableCell	data-slot
preview/src/components/table/component.rs	TableFooter	data-slot
preview/src/components/table/component.rs	TableHead	data-slot
preview/src/components/table/component.rs	TableHead	scope
preview/src/components/table/component.rs	TableHeader	data-slot
preview/src/components/table/component.rs	TableRow	data-slot
preview/src/components/table/component.rs	TableRow	data-state
preview/src/components/textarea/component.rs	Textarea	class
preview/src/components/textarea/component.rs	Textarea	data-slot
preview/src/components/textarea/component.rs	Textarea	data-style
primitives/src/accordion.rs	Accordion	data-disabled
primitives/src/accordion.rs	AccordionContent	data-open
primitives/src/accordion.rs	AccordionItem	data-disabled
primitives/src/accordion.rs	AccordionItem	data-open
primitives/src/accordion.rs	AccordionTrigger	aria_controls
primitives/src/accordion.rs	AccordionTrigger	aria_expanded
primitives/src/accordion.rs	AccordionTrigger	disabled
primitives/src/accordion.rs	AccordionTrigger	tabindex
primitives/src/accordion.rs	AccordionTrigger	type
primitives/src/alert_dialog.rs	AlertDialogAction	tabindex
primitives/src/alert_dialog.rs	AlertDialogAction	type
primitives/src/alert_dialog.rs	AlertDialogCancel	tabindex
primitives/src/alert_dialog.rs	AlertDialogCancel	type
